 Link ID,0:00 ,1:00 ,2:00 ,3:00 ,4:00 ,5:00 ,6:00 ,7:00 ,8:00 ,9:00 ,10:00 ,11:00 ,12:00 ,13:00 ,14:00 ,15:00 ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,24:00 ,25:00 ,26:00 ,27:00 ,28:00 ,29:00 ,30:00 ,31:00 ,32:00 ,33:00 ,34:00 ,35:00 ,36:00 ,37:00 ,38:00 ,39:00 ,40:00 ,41:00 ,42:00 ,43:00 ,44:00 ,45:00 ,46:00 ,47:00 ,48:00 ,
56,29.291640,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,29.291110,
57,22.895320,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,22.895350,
58,11.167870,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,11.167030,
59,21.318850,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,21.319130,
60,14.640980,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,14.642090,
61,15.151170,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,15.149290,
62,18.573580,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,18.573270,
63,33.912320,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,33.911670,
64,19.526160,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,19.525910,
65,62.804490,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,62.803590,
66,42.112900,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,42.112270,
67,174.293600,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,174.293500,
69,178.799600,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,178.799500,
71,68.500110,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,68.499980,
72,147.914200,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,147.914300,
73,122.991500,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,122.991600,
74,114.711500,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,114.711600,
75,4.054861,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,4.054000,
78,-47.936280,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,-47.937690,
79,40.572280,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,40.573690,
80,11.655770,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,11.648900,
81,17.661750,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,17.664800,
82,5.844005,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,5.838799,
84,-9.211525,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,-9.210939,
85,2.459063,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,2.458704,
86,-20.857390,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,-20.856850,
89,-17.177980,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,-17.176870,
91,-6.531954,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,-6.529308,
93,-37.252130,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,-37.252220,
94,275.807600,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,275.807900,
95,174.930600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,174.929600,
96,251.010300,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,251.010100,
97,263.400300,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,263.400100,
99,2.560361,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,2.558795,
100,7.406891,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,7.406691,
101,10.563310,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,10.563430,
102,23.490490,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,23.490020,
103,65.238890,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,65.238230,
104,453.924800,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,453.923700,
105,-16.383470,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,-16.382940,
106,-20.575980,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,-20.575910,
108,-37.668700,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,-37.669310,
109,-75.387660,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,-75.388180,
110,1.519092,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,1.526825,
111,6.804745,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,6.803585,
112,12.939470,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,12.937590,
113,55.723120,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,55.722890,
114,-19.144510,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,-19.144120,
115,-25.224880,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,-25.225140,
116,4.961544,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,4.960742,
118,72.958560,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,72.959260,
119,-134.204700,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,-134.205100,
